filename,expected,result,confidence,reason,correct,ink_ratio,cc_count,complexity,skeleton_length,endpoints,branchpoints
01_042.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.079765625,8,10.0,5384,253,49
01_043.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.11042267984014209,5,10.0,3686,238,40
01_044.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.09600344422043011,3,10.0,3633,356,34
01_045.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.10672923307734808,3,10.0,4702,596,28
01_046.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.14048828125,1,10.0,4014,118,26
01_047.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.076503880312085,7,10.0,4713,290,114
01_048.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.08091624474589225,9,10.0,4527,483,223
01_049.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.049263991878531074,5,10.0,2301,151,23
01_050.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06302140693832599,6,10.0,3858,124,22
01_051.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04497029958677686,3,10.0,3647,65,7
01_052.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.09220480617088607,14,10.0,3351,281,29
01_053.png,SIGN,PUNCT,0.81,test_mark: br=15,False,0.08081330379548306,2,10.0,3504,349,15
01_054.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.16804989966949954,1,10.0,5151,450,46
01_055.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.11895955403645833,2,10.0,2712,290,50
01_056.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.08963049718370884,2,10.0,3957,253,15
01_057.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.08573698906844106,4,10.0,3463,489,27
01_058.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.10529012079378774,9,10.0,5829,557,69
01_059.png,SIGN,PUNCT,0.81,test_mark: br=11,False,0.057481906114718616,2,10.0,3511,219,11
01_060.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0785413809575173,6,10.0,5384,120,74
01_061.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.11665262387069453,8,10.0,4581,492,418
01_062.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.040379231770833336,5,10.0,3071,219,33
01_063.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05021033653846154,7,10.0,2133,208,42
01_064.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06327884430331024,2,10.0,3379,240,28
01_065.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06545578716592428,6,10.0,2693,494,36
01_066.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.08972470622417356,7,10.0,2795,247,57
01_067.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06209188432835821,5,10.0,3101,353,17
01_068.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.17357716480446927,2,10.0,5486,600,288
01_069.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.09168002136752136,9,10.0,6801,380,144
0201001_04.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05122887010676157,5,10.0,3326,302,2
1-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.040908711615487314,6,10.0,1664,139,135
1-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04274188501335113,2,10.0,1533,120,72
1-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04582411965954606,10,10.0,2189,113,65
1-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0586224340787717,8,10.0,2505,119,57
1-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05823650283711616,10,10.0,2391,157,51
1.png,SIGN,SIGN,0.93,high_complexity=10.00,True,0.024293185057003258,4,10.0,1308,211,9
10-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05436936748998665,7,10.0,2314,164,62
10-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06503984479305741,3,10.0,2646,137,99
10-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07155113067423231,2,10.0,2681,93,61
10-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05155832777036048,10,10.0,2088,143,31
10-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.058439899032042726,9,10.0,2403,150,78
11-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04240810664218959,3,10.0,1506,111,37
11-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04401702269692924,4,10.0,1640,110,62
11-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05641115236982643,2,10.0,2204,94,146
11-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04912018107476635,5,10.0,1594,86,70
11-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.03951622997329773,3,10.0,1398,99,41
12-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05422855473965287,2,10.0,2298,90,32
12-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.047036673898531375,2,10.0,2101,97,51
12-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.056275554906542055,2,10.0,2271,65,57
12-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04451769025367156,3,10.0,1846,55,41
12-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.055164698765020025,5,10.0,2325,110,64
13-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04070010013351135,2,10.0,1717,53,37
13-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.037443153371161546,3,10.0,1676,66,24
13-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0670633761682243,7,10.0,2640,183,77
13-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0859036006341789,1,10.0,2855,172,102
13-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04579543558077437,2,10.0,1979,73,45
14-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.03287195427236315,2,10.0,1284,50,38
14-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0638637975634179,4,10.0,2514,126,82
14-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04648385347129506,2,10.0,2027,47,59
14-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0585989652870494,6,10.0,2229,138,36
14-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05658586448598131,2,10.0,1945,108,48
15-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.055315942089452605,8,10.0,1973,124,96
15-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05733947346461949,6,10.0,2567,139,69
15-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.09105108895193592,10,10.0,3220,148,124
15-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07380674232309746,7,10.0,2736,161,73
15-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.08543161715620828,2,10.0,3038,118,72
16-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07989819759679573,3,10.0,2597,162,88
16-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06346743574766354,4,10.0,2047,159,127
16-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07892554656208278,5,10.0,2757,106,108
16-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06933202603471295,2,10.0,2519,128,72
16-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06539709195594126,2,10.0,2314,79,71
17-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.062085384679572767,9,10.0,2286,150,68
17-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0592091538718291,10,10.0,2130,185,95
17-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06147519609479306,8,10.0,2085,193,73
17-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.055811394359145526,9,10.0,2043,139,85
17-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04211865821094793,7,10.0,1497,108,78
18-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.055960030040053406,6,10.0,1934,181,75
18-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.03802987316421896,11,10.0,1427,152,50
18-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04731569175567423,8,10.0,1623,130,54
18-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.03748487566755674,6,10.0,1347,102,44
18-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.042105619993324434,8,10.0,1544,105,59
19-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05110720544058745,3,10.0,2106,104,48
19-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05164959529372497,6,10.0,1322,126,40
19-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.047292222963951934,10,10.0,1396,112,38
19-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04615789803070761,9,10.0,1762,146,54
19-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04289052069425901,8,10.0,1421,147,37
2-001_01.jpg,SIGN,PUNCT,0.9,shape=DOT,False,0.04447596795727637,10,10.0,1381,163,59
2-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04589713367823765,5,10.0,1892,147,49
2-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.057180407209612816,6,10.0,2434,149,61
2-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.053800901201602136,11,10.0,2310,141,65
2-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05752200851134846,8,10.0,2409,153,61
20-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07470377169559413,8,10.0,2882,230,82
20-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.060760701769025365,6,10.0,2485,100,68
20-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05982716538718291,5,10.0,2398,132,44
20-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06177768274365821,3,10.0,2341,104,36
20-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06586386014686248,1,10.0,2365,124,44
21-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07948618991989319,4,10.0,2261,189,57
21-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06471128170894526,6,10.0,2653,112,86
21-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07339212700267023,8,10.0,2718,151,81
21-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07572075267022697,5,10.0,2660,181,71
21-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06345178988651536,5,10.0,2308,112,58
22-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05760806074766355,8,10.0,1890,136,76
22-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05848162132843792,6,10.0,2697,146,76
22-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0723047396528705,6,10.0,2937,139,91
22-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.059775012516688916,4,10.0,2212,113,29
22-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04331035130173565,3,10.0,1915,106,26
23-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06606725634178905,6,10.0,2393,144,112
23-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.08489183494659545,3,10.0,2493,193,113
23-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07252899699599466,3,10.0,2294,137,67
23-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.054648385347129506,2,10.0,2079,156,60
23-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05929259846461949,3,10.0,1783,172,62
24-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06095366738985314,5,10.0,1918,147,59
24-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06230703437917223,6,10.0,2262,153,113
24-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06201237066088117,7,10.0,1919,160,52
24-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04850738484646195,10,10.0,1659,127,41
24-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04443163801735647,6,10.0,1554,152,50
25-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05958726218291055,5,10.0,1693,153,65
25-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05687009763017357,6,10.0,2046,94,74
25-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.043591976802403204,5,10.0,1622,95,73
25-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04915408044058745,10,10.0,1765,125,91
25-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0351745035046729,2,10.0,1410,84,46
26-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06343614402536715,2,10.0,1955,69,55
26-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05175911632176235,4,10.0,1504,70,34
26-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0553602720293725,2,10.0,1419,85,41
26-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04992594292389853,3,10.0,1260,93,31
26-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.052374520193591456,2,10.0,1255,74,54
27-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06424712116154874,4,10.0,2520,111,83
27-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05112806658878505,2,10.0,2020,137,25
27-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07017429489319092,6,10.0,2435,147,59
27-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07454731308411215,8,10.0,2801,143,73
27-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05498477136181575,2,10.0,2085,84,44
28-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06779873164218958,2,10.0,2429,100,48
28-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0872543599799733,3,10.0,2935,132,52
28-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.08165835697596796,3,10.0,2860,144,62
28-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05630945427236315,11,10.0,2214,140,52
28-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05830169392523365,10,10.0,1974,114,52
29-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07889686248331108,9,10.0,2781,146,74
29-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0806961365153538,9,10.0,2741,187,65
29-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06268775033377837,7,10.0,2365,129,73
29-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06107101134846462,9,10.0,2370,135,77
29-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.056040866989319094,9,10.0,2132,103,51
3-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05023364485981308,9,10.0,1699,80,146
3-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0625156458611482,6,10.0,1891,182,104
3-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.051060267857142856,13,10.0,1750,211,63
3-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04789198097463284,9,10.0,1578,192,36
3-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06326664719626168,4,10.0,2256,172,68
30-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07072711532042723,7,10.0,2236,154,62
30-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.058927528371161546,12,10.0,1448,164,50
30-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.058609395861148196,12,10.0,1520,154,52
30-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05227542973965287,8,10.0,1332,85,59
30-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06479211865821095,6,10.0,1804,167,73
31-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05594438417890521,6,10.0,1613,72,68
31-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04899762182910548,8,10.0,1684,114,62
31-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.055954814753004005,13,10.0,1964,188,84
31-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06151691839118825,9,10.0,1819,165,77
31-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0540173356141522,9,10.0,1841,82,88
32-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05408513434579439,8,10.0,1796,124,60
32-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05317767439919893,10,10.0,1563,192,48
32-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0514175150200267,9,10.0,1647,157,55
32-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0781119617823765,4,10.0,2623,131,85
32-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06994482226301736,4,10.0,2098,132,74
33-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0806778830106809,5,10.0,2265,153,101
33-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06131352219626168,5,10.0,1936,220,56
33-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05415814836448598,11,10.0,1837,110,54
33-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04915668808411215,11,10.0,1923,109,39
33-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06288071595460615,6,10.0,2328,150,52
34-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06551443591455273,9,10.0,2443,133,117
34-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.042747100300400534,6,10.0,1728,97,75
34-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04043933578104139,5,10.0,1385,90,64
34-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0696579814753004,8,10.0,2602,146,84
34-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07922542556742324,6,10.0,2723,193,63
35-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.062220982142857144,8,10.0,1810,144,50
35-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05030926652202937,10,10.0,1636,87,59
35-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.060914552736982645,9,10.0,2090,168,74
35-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06205409295727637,7,10.0,2124,143,69
35-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.052661360981308414,6,10.0,2139,144,44
36-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.03850446428571429,8,10.0,1104,130,36
36-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06154038718291055,6,10.0,2213,135,87
36-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.074166597129506,4,10.0,2396,142,72
36-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06973881842456608,9,10.0,2683,170,80
36-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.08568716622162884,9,10.0,2975,185,75
37-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.09063386598798398,3,10.0,3004,186,106
37-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0820651493658211,4,10.0,3258,205,107
37-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06868011515353806,4,10.0,2445,142,58
37-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06367083194259011,7,10.0,1826,125,57
37-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.037263225967957274,11,10.0,1408,95,61
38-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.057907939753004005,5,10.0,2176,134,32
38-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07521486982643524,8,10.0,3021,188,82
38-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06689909462616822,11,10.0,2491,177,67
38-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0715902453271028,7,10.0,1818,139,81
38-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05724820594125501,7,10.0,1861,153,77
39-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06178029038718291,11,10.0,2618,156,66
39-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.08761160714285714,13,10.0,3003,290,92
39-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06080763935246996,9,10.0,2293,140,104
39-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.051641772363150866,10,10.0,1538,111,67
39-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.052833465453938584,7,10.0,1757,118,62
4-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07729055407209613,5,10.0,2067,186,64
4-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.04468718708277704,14,10.0,1233,111,95
4-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.08501700183578104,6,10.0,2410,172,100
4-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07972348548064086,8,10.0,2515,198,98
4-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06542316839118825,7,10.0,2303,170,88
40-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07542087366488652,6,10.0,2787,197,59
40-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06146737316421896,8,10.0,2366,103,47
40-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07608321512016021,7,10.0,2747,168,46
40-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07209873581441922,11,10.0,2550,215,79
40-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07775992990654206,9,10.0,2466,182,60
41-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05975936665554072,8,10.0,2440,92,82
41-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07107132426568759,12,10.0,2264,126,84
41-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.07405968374499332,8,10.0,2336,132,110
41-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05348798397863819,7,10.0,1894,145,87
41-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.047506049732977305,8,10.0,1788,96,66
42-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.043065232810413884,8,10.0,1420,99,37
42-002_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.043886640520694256,9,10.0,1465,117,51
42-003_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05081254172229639,10,10.0,1528,134,50
42-004_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.05637464536048064,10,10.0,1695,184,48
42-005_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.0566640937917223,8,10.0,1917,161,73
43-001_01.jpg,SIGN,SIGN,0.93,high_complexity=10.00,True,0.06361607142857142,10,10.0,2408,123,53
